,File name,Name,text_clean,tag,nationality
291,Clarence_Irving_Lewis.txt,Clarence Irving Lewis,usually cited c lewis academic founder conceptual pragmatism noted logician later branched epistemology 20 year life wrote ethic new york time memorialized leading authority symbolic logic philosophic concept knowledge value coin term qualia used today linguistics cognitive science,"['founder', 'later', 'new', 'wrote', 'logic', 'leading', 'academic', 'noted', 'term', 'cited', 'usually', 'knowledge']",american
292,Claude_Adrien_Helvétius.txt,Claude Adrien Helvétius,freemason littérateur,[],french
293,Claude_Bernard.txt,Claude Bernard,physiologist historian bernard cohen harvard university called bernard greatest men science accomplishment suggest use blinded experiment ensure objectivity scientific observation originated term milieu intérieur associated concept homeostasis,"['university', 'historian', 'called', 'scientific', 'concept', 'greatest', 'term']",french
294,Claude_Buffier.txt,Claude Buffier,historian teacher born poland parent returned france settled rouen soon birth,"['born', 'historian', 'france']",french
295,"Claude_Henri_de_Rouvroy,_Comte_de_Saint-Simon.txt","Claude Henri de Rouvroy, Comte de Saint-Simon",political economic socialist theorist businessman thought substantial influence politics economics sociology science younger relative famous memoirist duc saintsimon,"['theorist', 'thought', 'influence', 'famous', 'socialist', 'sociology']",french
296,Claude_Lefort.txt,Claude Lefort,2006 pp 33–50 esp p 48 n 8,[],
297,Claude_Lévi-Strauss.txt,Claude Lévi-Strauss,anthropologist ethnologist work key development theory structuralism structural anthropology held chair social anthropology collège france 1959 1982 elected member académie française 1973 member school advanced study social science paris received numerous honor university institution world,"['work', 'school', 'social', 'member', 'development', 'key', 'held', 'france']",french
298,Claudia_Card.txt,Claudia Card,emma goldman professor university wisconsinndashmadison teaching affiliation woman study study environmental study lgbt study,"['university', 'professor', 'teaching']",jewish
299,Cleanthes.txt,Cleanthes,assos stoic successor zeno citium second head stoic school athens originally boxer came athens took listening zeno lecture supported working watercarrier night death zeno c 262 bc head school post held 32 year cleanthes successfully preserved developed zeno doctrine originated new idea stoic physic developed stoicism accordance principle materialism pantheism fragment cleanthes writing come largest hymn zeus pupil chrysippus important stoic thinker,"['school', 'important', 'new', 'death', 'developed', 'held']",greek
300,Clement_of_Alexandria.txt,Clement of Alexandria,christian theologian taught catechetical school alexandria pupil origen alexander jerusalem convert christianity educated man familiar classical literature major work demonstrate clement influenced hellenistic greater extent christian thinker time particular plato stoic secret work exist fragment suggest familiar prechristian esotericism gnosticism work argued origin nongreeks claiming plato pythagoras taught egyptian scholar,"['theologian', 'school', 'christian', 'major', 'thinker', 'taught', 'influenced', 'plato', 'classical']",egyptian
301,Cleomedes.txt,Cleomedes,astronomer known chiefly book circular motion celestial body known heaven,"['known', 'book']",greek
302,Colin_McGinn.txt,Colin McGinn,british held teaching post professorship university college london university oxford rutgers university university miami,"['university', 'british', 'college', 'teaching', 'held']",british
303,Colin_Wilson.txt,Colin Wilson,writer novelist wrote widely true crime mysticism paranormalhttpswwwbbccouknewsentertainmentarts25367040 colin wilson author outsider dy aged 82 webarchive urlhttpswebarchiveorgweb20160104181122httpwwwbbccouknewsentertainmentarts25367040 date4 january 2016,"['author', 'wrote', 'widely']",english
304,Comenius.txt,Comenius,latinized ioannes amos comenius 28 march 1592 – 15 november 1670 czech pedagogue theologian considered father modern education served bishop unity brother religious refugee earliest champion universal education concept eventually set forth book didactica magna educator theologian led school advised government protestant europe middle seventeenth century,"['theologian', 'book', 'considered', 'modern', 'father', 'religious', '–', 'concept', 'served', 'europe', 'bishop']",czech
305,Confucius.txt,Confucius,zi,[],
306,Constance_Jones.txt,Constance Jones,known constance jones ee constance jones educator worked logic ethic,"['known', 'logic', 'worked']",english
307,Conyers_Middleton.txt,Conyers Middleton,clergyman mired controversy dispute considered best stylist time,"['best', 'considered']",english
308,Cornel_West.txt,Cornel West,political activist social critic actor public intellectual,"['political', 'social', 'public']",american
309,Cornelius_Castoriadis.txt,Cornelius Castoriadis,pierre chaulieu paul cardan jeanmarc coudray,[],
310,Costanzo_Preve.txt,Costanzo Preve,political theoretician,['political'],italian
311,Cotton_Mather.txt,Cotton Mather,new england puritan minister prolific author book pamphlet important intellectual figure englishspeaking colonial america mather remembered today chiefly magnalia christi americana work history scientific contribution plant hybridization promotion inoculation mean preventing smallpox infectious disease involvement event surrounding salem witch trial 1692–3 promoted new newtonian science america sent scientific report royal society london formally elected fellow 1723 controversial figure day role supporting salem witch trial sought unsuccessfully presidency harvard college held father increase important puritan intellectual,"['science', 'author', 'figure', 'important', 'new', 'intellectual', 'father', 'scientific', 'society', 'role', 'england', 'held', 'fellow', 'minister']",england
312,Cratylus.txt,Cratylus,ancient athenian midlate 5th century bce known portrayal plato dialogue cratylus radical proponent heraclitean influenced young plato,"['known', 'century', 'ancient', 'influenced']",athenian
313,Crispin_Sartwell.txt,Crispin Sartwell,anarchist journalist faculty member department dickinson college carlisle pennsylvania,"['member', 'college', 'journalist']",american
314,Crispin_Wright.txt,Crispin Wright,british written neofregean mathematics wittgenstein later issue related truth realism cognitivism skepticism knowledge objectivity professor new york university professor philosophical research university stirling taught previously university st andrew university aberdeen princeton university university michigan thebestschoolsorg included crispin wright 50 influential living,"['university', 'professor', 'influential', 'philosophical', 'later', 'british', 'new', 'taught', 'research', 'written']",british
315,Curt_Ducasse.txt,Curt Ducasse,frenchborn taught university washington brown university,"['university', 'taught']",american
316,Cyrano_de_Bergerac_(writer).txt,Cyrano de Bergerac (writer),siʁano d bɛʁʒəʁaklang 6 march 1619nbsp– 28 july 1655 novelist playwright epistolarian duelist,[],french
317,D._Hugh_Mellor.txt,D. Hugh Mellor,british professor provicechancellor later professor emeritus cambridge university,"['professor', 'later', 'british', 'cambridge']",british
318,Dagfinn_Føllesdal.txt,Dagfinn Føllesdal,norwegianamerican clarence irving lewis professor emeritus stanford university professor emeritus university oslo,"['university', 'professor', 'emeritus']",norwegianamerican
319,Damaris_Cudworth_Masham.txt,Damaris Cudworth Masham,writer theologian advocate woman education characterized protofeminist overcame weakness eyesight lack access formal higher education win high regard eminent thinker time extensive correspondence published work discourse concerning love god thought reference vertuous christian life particularly noted long mutuallyinfluential friendship john locke,"['life', 'christian', 'published', 'john', 'noted', 'god', 'education']",english
320,Damascius.txt,Damascius,known neoplatonist scholarch school athens pagan persecuted emperor justinian early 6th century ad forced time seek refuge persian court allowed empire surviving work consist commentary work plato metaphysical text entitled difficulty solution principle,"['known', 'school', 'century', 'early', 'time', 'text']",persian
321,Daniel_Dennett.txt,Daniel Dennett,writer cognitive scientist research center mind science biology particularly field relate evolutionary biology cognitive science,"['research', 'scientist']",american
322,Daniel_Raymond.txt,Daniel Raymond,important political economist appear united state authored thought political economy element political economy,"['political', 'important', 'united', 'economist']",
323,Dante_Alighieri.txt,Dante Alighieri,probably baptized durante di alighiero degli alighierirefngroupnotethe dante understood hypocorism durante document known survive dante lifetime refers document prepared dante son jacopo refers durante called dante named maternal grandfather durante degli abati referred simply dante cite oxford dictionariesdanteaccessdate20 2019 ipacenusˈdɑːnti c1265 – 14 september 1321 italianefnthough modern republic italy established latin equivalent term use native region antiquity poet writer divine comedy originally called langitcomedìa later christened langitdivina giovanni boccaccio widely considered important poem middle age greatest literary work language,"['known', 'work', 'writer', 'considered', 'important', 'later', 'modern', 'literary', 'called', 'oxford', 'widely', 'latin', '–', 'greatest', 'referred', 'term']",italian
324,Dariush_Shayegan.txt,Dariush Shayegan,consequential thinker contemporary iran near east,['contemporary'],
325,Daryush_Shokof.txt,Daryush Shokof,iranian artist film director writer film producer based germany,[],iranian
326,David_Baumgardt.txt,David Baumgardt,early 20thcentury field philosophical history professor university berlin,"['university', 'professor', 'philosophical', 'early', 'field']",german
327,David_Bohm.txt,David Bohm,americanbritish scientist described significant theoretical physicist 20th century contributed unorthodox idea quantum theory neuropsychology mind,"['century', '20th', 'scientist', 'described', 'significant']",americanbritish
328,David_Fordyce.txt,David Fordyce,broadford aberdeenshire – 1751 scottish contributor scottish enlightenment,"['–', 'scottish']",scottish
329,David_Friedrich_Strauss.txt,David Friedrich Strauss,liberal protestant theologian writer influenced christian europe portrayal historical jesus divine nature denied work connected tübingen school revolutionized study new testament early christianity ancient religion strauss pioneer historical investigation jesus,"['work', 'theologian', 'early', 'study', 'new', 'christian', 'ancient', 'influenced', 'europe', 'nature']",german
330,David_Gauthier.txt,David Gauthier,canadianamerican best known neohobbesian social contract theory morality developed 1986 book moral agreement,"['known', 'theory', 'book', 'best', 'social', 'developed']",canadianamerican
331,David_H.M._Brooks.txt,David H.M. Brooks,south african professor university cape town,"['university', 'professor']",african
332,David_Hartley_(philosopher).txt,David Hartley (philosopher),founder associationist school psychology,"['school', 'founder']",english
333,David_Hilbert.txt,David Hilbert,mathematician influential mathematician 19th early 20th century hilbert discovered developed broad range fundamental idea area including invariant theory calculus variation commutative algebra algebraic number theory foundation geometry spectral theory operator application integral equation mathematical physic foundation mathematics,"['theory', 'influential', 'mathematician', 'early', 'including', '20th', 'mathematics', 'number', 'developed']",german
334,David_Hume.txt,David Hume,– 25 august 1776 scottish enlightenment historian economist librarian essayist best known today highly influential philosophical empiricism skepticism naturalism beginning treatise human nature hume strove create naturalistic science man examined psychological basis human nature hume argued existence innate idea positing human knowledge derives solely experience place francis bacon thomas hobbes john locke george berkeley british empiricistsfnatherton1999p,"['known', 'science', 'influential', 'philosophical', 'best', 'british', 'human', '–', 'scottish', 'enlightenment', 'john', 'knowledge']",scottish
335,David_Ibn_Merwan_Al-Mukammas.txt,David Ibn Merwan Al-Mukammas,ibn merwan almukkamas alrakki controversialist author earliest known philosophical work middle age native raqqa mesopotamia surname harkavy derives byname ḳammaṣ interpreting referring asserted change faith uncertain written אלקומסי masudis altanbih karaitic commentary leviticus manuscript copy jefeths commentary book derivative city ḳumis taberistan karaite bear daniel alḳumisi alhitis chronicle spelled ẓade,"['known', 'work', 'book', 'philosophical', 'author', 'written', 'commentary']",arabic
336,David_Kaplan_(philosopher).txt,David Kaplan (philosopher),493–541,[],
337,David_Lewis_(philosopher).txt,David Lewis (philosopher),153–166 ramsey–lewis methodgunkontological innocence,[],
338,David_Malet_Armstrong.txt,David Malet Armstrong,d m armstrong australian known work metaphysics mind defence factualist ontology functionalist theory mind externalist epistemology necessitarian conception law nature,"['known', 'work', 'theory', 'metaphysics']",australian
339,David_Papineau.txt,David Papineau,british academic born como italy work professor science king college london city university new york graduate center having previously taught year cambridge university fellow robinson college,"['university', 'professor', 'science', 'born', 'british', 'new', 'college', 'taught', 'academic', 'fellow', 'cambridge']",italy
340,David_Pears.txt,David Pears,british renowned work ludwig wittgenstein,"['work', 'british']",british
341,David_Ricardo.txt,David Ricardo,british political economist influential classical economist thomas malthus adam smith james politician member parliament great britain ireland,"['political', 'influential', 'british', 'member', 'great', 'classical']",british
342,David_Stove.txt,David Stove,australian,[],australian
343,David_Sztybel.txt,David Sztybel,canadian specializing animal ethic,[],canadian
344,David_Wiggins.txt,David Wiggins,moral metaphysician philosophical logician working especially identity issue metaethics,"['philosophical', 'moral', 'logician']",english
345,David_of_Dinant.txt,David of Dinant,pantheistic member influenced pantheistic sect known amalricians david condemned church 1210 writing quaternuli forced flee paris died unknown ascertained died year 1215 condemned council 1215,"['known', 'year', 'member', 'writing', 'church', 'influenced', 'died']",
346,David_the_Invincible.txt,David the Invincible,neoplatonist 6th century,[],
347,Debendranath_Tagore.txt,Debendranath Tagore,hindu religious reformer active brahmo samaj founder 1848 brahmo religion today synonymous brahmoism born shilaidaha father industrialist dwarkanath tagore 14 child including nobelprize winning poet rabindranath tagore significant artistic literary contribution society,"['poet', 'born', 'founder', 'literary', 'father', 'religious', 'including', 'significant', 'active']",
348,Democritus.txt,Democritus,ancient presocratic primarily remembered today formulation atomic theory universe,"['theory', 'ancient']",greek
349,Denis_Diderot.txt,Denis Diderot,ʁolang 5 october 1713snd31 july 1784 art critic writer best known serving cofounder chief editor contributor encyclopédie jean le rond dalembert prominent figure age enlightenment,"['known', 'best', 'figure', 'age', 'prominent', 'art']",french
350,Denys_the_Carthusian.txt,Denys the Carthusian,known roman catholic theologian mystic,"['known', 'theologian', 'catholic', 'roman']",roman
351,Derek_Parfit.txt,Derek Parfit,urlhttpphilosophyfasharvardedunewsmemoriamderekparfit11december19421january2017accessdate20170106websitephilosophyfasharvardedu 2 january 2017 british specialised personal identity rationality ethic widely considered important influential moral late 20th early 21st century,"['influential', 'considered', 'early', 'important', 'british', 'moral', 'widely', '20th', 'late']",british
352,Desiderius_Erasmus.txt,Desiderius Erasmus,dutch catholic theologian considered greatest scholar northern renaissance catholic priest important figure classical scholarship wrote pure latin style humanist enjoyed sobriquet prince humanist called crowning glory christian humanist using humanist technique working text prepared important new latin edition new testament raised question influential protestant reformation catholic counterreformation wrote free praise folly handbook christian knight civility child copia foundation abundant style julius exclusus work,"['theologian', 'influential', 'considered', 'figure', 'important', 'new', 'wrote', 'called', 'christian', 'catholic', 'latin', 'greatest', 'classical']",dutch
353,Dewi_Zephaniah_Phillips.txt,Dewi Zephaniah Phillips,known simply welsh leading proponent wittgensteinian religion academic career spanning decade time death held danforth chair religion claremont graduate university california professor emeritus swansea university,"['known', 'professor', 'time', 'religion', 'leading', 'death', 'academic', 'career', 'held', 'emeritus']",welsh
354,Dharmakirti.txt,Dharmakirti,influential indian buddhist worked nālandā key scholar epistemology buddhist associated yogācāra sautrāntika school primary theorist buddhist atomism work influenced scholar mīmāṃsā nyaya shaivism school hindu scholar jainismsfn eltschinger2010,"['influential', 'influenced', 'worked', 'epistemology', 'indian', 'key']",indian
355,Dietrich_Bonhoeffer.txt,Dietrich Bonhoeffer,lutheran pastor theologian antinazi dissident key founding member confessing church writing christianity role secular world widely influential book cost discipleship described modern classic,"['book', 'modern', 'member', 'world', 'widely', 'role', 'described', 'key']",german
356,Dietrich_of_Freiberg.txt,Dietrich of Freiberg,,[],
357,Dignaga.txt,Dignaga,indian buddhist scholar buddhist founder indian logic dignāgas work laid groundwork development deductive logic india created buddhist logic epistemology,"['work', 'scholar', 'logic', 'development', 'epistemology', 'indian']",indian
358,Dimitri_Pisarev.txt,Dimitri Pisarev,russian literary social critic journalist central figure russian nihilism element cited forerunner nietzschean idea advocacy liberation movement natural science significant impact russian development,"['science', 'social', 'figure', 'literary', 'russian', 'natural', 'significant', 'cited']",russian
359,Dimitri_Uznadze.txt,Dimitri Uznadze,georgian psychologist professor psychology cofounder tbilisi state university georgian academy science,"['university', 'professor', 'state', 'academy', 'psychologist']",georgian
360,Diodorus_Cronus.txt,Diodorus Cronus,sfndorandi1999p52 dialectician connected megarian school notable logic innovation including master argument formulated response aristotle discussion future contingent,"['logic', 'including']",greek
361,Diogenes_Laërtius.txt,Diogenes Laërtius,biographer definitively known life surviving life opinion eminent principal source history ancient reputation controversial scholar repeat information source critically evaluating frequently focus trivial insignificant detail subject life ignoring important detail philosophical teaching fails distinguish earlier later teaching specific philosophical school unlike ancient secondary source diogenes laërtius generally report philosophical teaching attempting reinterpret expand mean account closer primary source loss primary source diogenes relied work foremost surviving source history,"['known', 'work', 'philosophical', 'history', 'important', 'later', 'ancient']",greek
362,Diogenes_of_Apollonia.txt,Diogenes of Apollonia,ancient native milesian colony apollonia thrace lived time athens doctrine known chiefly diogenes laërtius simplicius believed air source primal force intelligent substance derived condensation rarefaction aristotle preserved long passage diogenes concerning organization blood vessel,"['known', 'time', 'ancient', 'lived', 'aristotle']",greek
363,Diogenes_of_Babylon.txt,Diogenes of Babylon,stoic head stoic school athens sent rome 155 bc wrote work writing survived quotation later writer,"['school', 'later', 'wrote']",
364,Diogenes_of_Oenoanda.txt,Diogenes of Oenoanda,epicurean 2nd century ad carved summary epicurus portico wall ancient city oenoanda lycia surviving fragment wall originally extended 80 meter form important source epicurean inscription written set epicurus teaching physic epistemology ethic originally 25000 word long filled 260 square meter wall space recovered,"['century', 'important', 'ancient', 'written', 'form']",greek
365,Diogenes_of_Sinope.txt,Diogenes of Sinope,known diogenes cynic founder cynic born sinope ionian colony black sea coast anatolia 412 404 bc died corinth 323 bc,"['known', 'born', 'died']",greek
366,Dirk_Benedict.txt,Dirk Benedict,movie television stage actor author best known playing character lieutenant starbuck original battlestar galactica film television series lieutenant templeton faceman peck ateam television series author confession kamikaze cowboy went fishing,"['known', 'best', 'author']",american
367,Dogen.txt,Dogen,known japanese buddhist priest writer poet founder sōtō school zen japan,"['known', 'school', 'founder']",japanese
368,Domenico_Losurdo.txt,Domenico Losurdo,marxist historian controversial figure praised criticism liberalism practice philosophical work criticized mainly work joseph stalin relativising attempt historical revisionism experience communist state soviet union losurdo best known critique anticommunism colonialism imperialism european tradition liberalism concept totalitarianism addition work antonio gramsci g w f hegel martin heidegger immanuel kant györgy lukács karl marx friedrich nietzsche losurdo proposed concept communist autophobia articulated distinction politicalmoral naturalistic despecification,"['known', 'work', 'philosophical', 'best', 'tradition', 'marxist', 'concept']",italian
369,Domingo_Báñez.txt,Domingo Báñez,spanish dominican scholastic theologian qualifying mondragonensis attached refer birthplace father juan báñez mondragón guipúzcoa,"['scholastic', 'spanish']",spanish
370,Domingo_de_Soto.txt,Domingo de Soto,spanish dominican priest scholastic theologian born segovia died salamanca age 66 best known founder international law spanish thomistic philosophical theological movement known school salamanca known contribution mechanical physic,"['known', 'theologian', 'school', 'philosophical', 'best', 'born', 'law', 'movement', 'age', 'priest', 'scholastic', 'spanish', 'died']",spanish
371,Donald_Cary_Williams.txt,Donald Cary Williams,usually cited professor university california los angeles harvard university,"['university', 'professor', 'cited', 'usually']",american
372,Donald_Davidson_(philosopher).txt,Donald Davidson (philosopher),5–20 efnw v o quine elaborated dogma paper dogma empiricism,[],
373,Dong_Zhongshu.txt,Dong Zhongshu,chinese politician writer han dynasty traditionally associated promotion confucianism official ideology chinese imperial state apparently favored heaven worship tradition cult celebrating element ultimately banished chancellery weifang adversary gongsun hong gongsun effectively promoted dong partial retirement political life teaching transmitted apparently enjoyed great influence court decade life leading,"['political', 'writer', 'life', 'influence', 'chinese', 'leading', 'tradition', 'great']",chinese
374,Dorothy_Maud_Wrinch.txt,Dorothy Maud Wrinch,mathematician biochemical theorist best known attempt deduce protein structure using mathematical principle champion controversial cyclol hypothesis structure protein,"['known', 'best', 'mathematician', 'theorist']",
375,Dugald_Stewart.txt,Dugald Stewart,scottish mathematician today regarded important figure later scottish enlightenment renowned populariser work francis hutcheson adam smith lecture university edinburgh widely disseminated influential student 1783 joint founder royal society edinburgh contemporary document referred prof,"['work', 'university', 'influential', 'founder', 'important', 'later', 'contemporary', 'widely', 'society', 'regarded', 'scottish', 'referred']",scottish
376,Duns_Scotus.txt,Duns Scotus,commonly called dun scotus scottish catholic priest franciscan friar university professor theologian important philosophertheologians western europe high middle age thomas aquinas bonaventure william ockham scotus considerable influence catholic secular thought doctrine best known univocity existence abstract concept applicable exists formal distinction way distinguishing different aspect thing idea haecceity property supposed individual thing make individual scotus developed complex argument existence god argued immaculate conception mary,"['known', 'university', 'best', 'important', 'called', 'influence', 'catholic', 'idea', 'priest', 'concept', 'scottish', 'western', 'developed', 'europe', 'commonly']",scottish
377,Durandus_of_St._Pourçain.txt,Durandus of St. Pourçain,dominican theologian,[],french
378,Désiré-Joseph_Mercier.txt,Désiré-Joseph Mercier,belgian cardinal roman catholic church noted scholar thomist scholar work translated european language known book le origines la psychologie contemporaine scholarship gained recognition pope appointed archbishop mechelen serving 1906 death elevated cardinalate 1907,"['known', 'catholic', 'church', 'roman', 'noted']",roman
379,Edgar_Morin.txt,Edgar Morin,sociologist theory information recognized work complexity complex thought scholarly contribution diverse field medium study politics sociology visual anthropology ecology education system biology explains hold bachelor history geography law did phd known anglophone world limited availability translation 60 book morin renowned frenchspeaking world europe latin america,"['known', 'work', 'theory', 'history', 'world', 'latin', 'sociologist']",latin
380,Edgar_S._Brightman.txt,Edgar S. Brightman,christian theologian methodist tradition associated boston university liberal theology promulgated known boston personalism,"['known', 'university', 'theologian', 'christian']",american
381,Edith_Stein.txt,Edith Stein,converted christianity discalced carmelite nun canonized martyr saint catholic church copatron saint europe,['catholic'],german
382,Edmund_Burke.txt,Edmund Burke,pp 16–17 conor cruise obrien question burke birthplace having dublin arguing favour shanballymore cork – 9 july 1797 angloirish statesman economist born dublin burke served member parliament 1766 1794 house common great britain whig party moving london 1750,"['born', 'member', '–', 'great', 'served']",angloirish
383,Edmund_Gettier.txt,Edmund Gettier,university massachusetts amherst best known short 1963 article justified true belief knowledge generated extensive philosophical literature trying respond known gettier problem,"['known', 'university', 'philosophical', 'best', 'literature']",american
384,Edmund_Gurney.txt,Edmund Gurney,psychologist parapsychologist time term research paranormal activity psychical researchsfnlang1911p732,"['time', 'research', 'term', 'psychologist']",english
385,Edmund_Husserl.txt,Edmund Husserl,austrian realism foundationalismconceptualismindirect realismcorrespondence theory truth,['theory'],austrian
386,Edmund_Montgomery.txt,Edmund Montgomery,scottishamerican scientist physician husband germanamerican sculptor elisabet ney,['scientist'],germanamerican
387,Edouard_Le_Roy.txt,Edouard Le Roy,mathematician,[],french
388,Eduard_Bernstein.txt,Eduard Bernstein,social democratic marxist theorist politician member social democratic party germany bernstein held close association karl marx friedrich engels began identify believed error marxist thinking began criticize view held marxism investigated challenged marxist materialist theory history rejected significant part marxist theory based hegelian metaphysics rejected hegelian perspective immanent economic necessity socialism,"['theory', 'social', 'theorist', 'member', 'marxist', 'metaphysics', 'significant', 'held', 'germany']",german
389,Eduard_Hanslick.txt,Eduard Hanslick,bohemian music critic,[],german
390,Eduard_Von_Hartmann.txt,Eduard Von Hartmann,independent scholar author unconscious,"['scholar', 'author']",german
391,Eduard_Zeller.txt,Eduard Zeller,protestant theologian tübingen school theology known writing ancient especially presocratic celebrated multivolume historical treatise greek historical development zeller central figure revival neokantianism,"['known', 'theologian', 'school', 'figure', 'ancient', 'development']",german
392,Eduardo_Rabossi.txt,Eduardo Rabossi,argentine human right activist,['human'],argentine
393,Edvard_Westermarck.txt,Edvard Westermarck,finnish sociologist subject studied exogamy incest taboo,['studied'],finnish
394,Edward_Bullough.txt,Edward Bullough,aesthetician scholar modern language worked university cambridge did experimental work perception colour theoretical work introduced concept psychical distance appears lie self affection aesthetic experience language bullough dedicated teacher published little came concentrate elected chair cambridge 1933,"['work', 'university', 'scholar', 'modern', 'published', 'concept', 'worked', 'teacher', 'cambridge']",italian
395,Edward_Caird.txt,Edward Caird,scottish holder lld dcl dlitt,['scottish'],scottish
396,Edward_Carpenter.txt,Edward Carpenter,utopian socialist poet anthologist early activist gay right prison reform whilst advocating vegetarianism taking stance vivisection particularly known publication civilisation cause cure described civilisation form disease human society pas,"['known', 'early', 'human', 'form', 'described', 'activist']",english
397,Edward_Gibbon.txt,Edward Gibbon,julian calendar england adopted new style gregorian calendar 1752 gibbon birthday celebrated 8 1737 nsspaced ndash16 january 1794 historian writer member parliament important work history decline fall roman empire published volume 1776 1788 known quality irony prose use primary source polemical criticism organised religion,"['known', 'history', 'important', 'new', 'member', 'published', 'roman', 'england']",roman
398,"Edward_Herbert,_1st_Baron_Herbert_of_Cherbury.txt","Edward Herbert, 1st Baron Herbert of Cherbury",kb anglowelsh soldier diplomat historian poet religious kingdom england,"['poet', 'religious']",england
399,Edward_N._Zalta.txt,Edward N. Zalta,525–555 computational metaphysics,['metaphysics'],
400,Edward_Stachura.txt,Edward Stachura,polish poet writer translator rose prominence 1960s receiving prize poetry prose literary output includes volume poetry collection short story novel book essay final work fabula rasa difficult classify addition writing stachura translated literature spanish notably work jorge luis borges gaston miron michel deguy wrote song occasionally performed committed suicide age fortyonenbsp,"['writer', 'book', 'wrote', 'literary', 'age', 'literature', 'spanish']",polish
401,Edwin_Holt.txt,Edwin Holt,professor psychology harvard 1901–1918 1926–1936 visiting professor psychology princeton university,"['professor', 'psychology']",
402,Ehrenfried_Walther_von_Tschirnhaus.txt,Ehrenfried Walther von Tschirnhaus,mathematician physicist physician introduced tschirnhaus transformation considered inventor european porcelain invention long accredited johann friedrich böttger claim porcelain manufacturer earlier date,['considered'],german
403,Eli_Siegel.txt,Eli Siegel,poet critic educator founded aesthetic realism philosophical movement based new york city idea central aesthetic realism—that person place thing reality common things—was expressed title poem volume hot afternoon montana poem second volume hail development,"['philosophical', 'new', 'movement', 'idea', 'founded']",american
404,Elihu_Palmer.txt,Elihu Palmer,author advocate deism early day united state,"['author', 'early', 'united']",
405,Elijah_Delmedigo.txt,Elijah Delmedigo,according jacob joshua ross nonjewish student delmedigo classified “averroist” clearly saw follower maimonides according scholar delmedigo clearly strong follower averroes doctrine radical one unity intellect eternity world autonomy reason boundary revealed religion,[],
406,"Elisabeth_of_Bohemia,_Princess_Palatine.txt","Elisabeth of Bohemia, Princess Palatine",known elisabeth bohemia princess elisabeth palatinate princessabbess herford abbey eldest daughter frederick v elector palatine elizabeth stuart elisabeth palatinate best known correspondence rené descartes critical descartes dualistic metaphysics work anticipated metaphysical concern later,"['known', 'work', 'best', 'later', 'metaphysics', 'critical']",
407,Elliott_Sober.txt,Elliott Sober,han reichenbach professor william f vila research professor department university wisconsin–madison sober noted work biology general science,"['work', 'university', 'professor', 'research', 'noted']",
408,Emanuel_Swedenborg.txt,Emanuel Swedenborg,best known book afterlife heaven hell,"['known', 'book', 'best']",
409,Emerich_de_Vattel.txt,Emerich de Vattel,international lawyer born couvet principality neuchâtel 1714 died 1767 largely influenced dutch jurist hugo grotius famous 1758 work law nation work claim fame won prestige appointed councilor court frederick augustus ii saxony,"['work', 'born', 'law', 'influenced', 'jurist', 'famous', 'died']",dutch
410,Emil_Brunner.txt,Emil Brunner,swiss reformed theologian karl barth commonly associated neoorthodoxy dialectical theology movement,"['theology', 'commonly']",swiss
411,Emil_Cioran.txt,Emil Cioran,romanian essayist published work romanian work noted pervasive philosophical pessimism style aphorism work frequently engaged issue suffering decay nihilism 1937 cioran moved latin quarter paris permanent residence lived seclusion partner simone boué,"['work', 'philosophical', 'published', 'latin', 'lived', 'noted']",latin
412,Emil_Fackenheim.txt,Emil Fackenheim,reform rabbi,[],jewish
413,Emil_Leon_Post.txt,Emil Leon Post,polishborn mathematician logician best known work field eventually known computability theory,"['known', 'work', 'best', 'mathematician', 'field']",american
414,Emil_du_Bois-Reymond.txt,Emil du Bois-Reymond,physician physiologist codiscoverer nerve action potential developer experimental electrophysiology,['physician'],german
415,Emile_Boutroux.txt,Emile Boutroux,eminent 19th century science religion historian firm opponent materialism science spiritual defended idea religion science compatible time power science rising inexorably work overshadowed englishspeaking world celebrated henri bergson elected membership academy moral political science 1898 1912 académie française,"['work', 'political', 'science', 'century', 'time', 'historian', 'religion', 'world', 'idea', 'moral', 'academy']",french
416,Emile_Meyerson.txt,Emile Meyerson,polishborn epistemologist chemist science meyerson born lublin poland died sleep heart attack age 74,"['born', 'age', 'died']",french
417,Emmanuel_Levinas.txt,Emmanuel Levinas,lithuanian ancestry known work existentialism phenomenology focusing relationship ethic metaphysics ontology,"['known', 'work', 'metaphysics']",french
418,Emmanuel_Mounier.txt,Emmanuel Mounier,theologian teacher essayist,['teacher'],french
419,Empedocles.txt,Empedocles,sfnburnet1930p198 presocratic native citizen akragassfnburnet1930p197 city sicily empedocles best known originating cosmogonic theory classical element proposed force called love strife mix separate element respectively,"['known', 'theory', 'best', 'called', 'classical']",greek
420,Enrique_Dussel.txt,Enrique Dussel,argentine mexican academic historian theologian served interim rector universidad autónoma la ciudad méxico 2013 2014,['served'],argentine
421,Enrique_Molina_Garmendia.txt,Enrique Molina Garmendia,chilean educator promoted aided development decentralization education chile greatest achievement founding universidad concepción oldest university chile located outside capital santiago garmendia considered distinguished pedagogue time influential chilean,"['university', 'influential', 'considered', 'development', 'greatest', 'education']",
422,Epicharmus.txt,Epicharmus,thought lived cnbsp550 cnbsp460 bc dramatist credited comic writer having originated doric sicilian comedic form,"['thought', 'lived']",greek
