,philosopher,text,preprocess_text,text_clean,tag
252,Ch'ien_Mu.txt,"[(""Ch'ien Mu"", ' or \'\'\'Qian Mu\'\'\' ({{zh|t=錢穆}}; 30 July 1895 – 30 August 1990) was a Chinese historian, philosopher and writer. He is considered to be one of the greatest historians and philosophers of 20th-century China. Ch\'ien, together with [[Lü Simian]],  [[Chen Yinke]] and [[Chen Yuan (historian)|Chen Yuan]], was known as the ""Four Greatest Historians"" of Modern China (現代四大史學家).')]"," was a chinese historian, philosopher and writer. he is considered to be one of the greatest historians and philosophers of 20th-century china. ch\ien, together with lü simian,  chen yinke and chen yuan, was known as the ""four greatest historians"" of modern china .",chinese historian philosopher writer considered greatest historian philosopher 20thcentury china chien lü simian chen yinke chen yuan known greatest historian modern china,"['known', 'considered', 'modern', 'chinese', 'greatest']"
253,Chanakya.txt,"[('Chanakya', ' ([[IAST]]: \'\'{{IAST|Cāṇakya}}\'\', {{pronunciation|Chanakya.ogg}}) was an [[History of India|ancient Indian]] teacher, [[philosopher]], [[economist]], [[jurist]] and [[royal advisor]]. He is traditionally identified as \'\'\'Kauṭilya\'\'\' or \'\'\'Vishnugupta\'\'\', who authored the ancient Indian political treatise, the \'\'[[Arthashastra]]\'\',<ref name=""Mabbett"">{{cite journal |last1=Mabbett |first1=I. W. |title=The Date of the Arthaśāstra |journal=Journal of the American Oriental Society |volume=84 |issue=2 |pages=162–169 |issn=0003-0279 |doi=10.2307/597102 |jstor=597102 |year=1964 |publisher=American Oriental Society }}</ref> a text dated to roughly between the 4th century BCE and the 3rd century CE.<ref>{{cite book|title=Transaction and Hierarchy|date = 9 August 2017|url=https://books.google.com/books?id=AOsrDwAAQBAJ|page=56|publisher=Routledge|isbn=978-1351393966}}</ref> As such, he is considered the pioneer of the field of [[political science]] and economics in India, and his work is thought of as an important precursor to [[classical economics]].<ref>L. K. Jha, K. N. Jha (1998). ""Chanakya: the pioneer economist of the world"", \'\'International Journal of Social Economics\'\' \'\'\'25\'\'\' (2–4), p. 267–282.</ref><ref name=""bss.sfsu.edu"">Waldauer, C., Zahka, W.J. and Pal, S. 1996. [http://online.sfsu.edu/mbar/ECON605_files/Waldauer%20et%20al%201996.pdf Kauṭilya\'s Arthashastra: A neglected precursor to classical economics]. \'\'Indian Economic Review\'\', Vol. XXXI, No. 1, pp. 101–108.</ref><ref>Tisdell, C. 2003. [http://espace.library.uq.edu.au/view/UQ:84337 A Western perspective of Kauṭilya\'s Arthashastra: does it provide a basis for economic science?] \'\'Economic Theory, Applications and Issues Working Paper No. 18\'\'. Brisbane: School of Economics, The University of Queensland.</ref><ref>Sihag, B.S. 2007. Kauṭilya on institutions, governance, knowledge, ethics and prosperity. \'\'Humanomics\'\' 23 (1): 5–28.</ref> His works were lost near the end of the [[Gupta Empire]] in the 6th century CE and not rediscovered until the early 20th century.<ref name=""bss.sfsu.edu""/>')]"," was an ancient indian teacher, philosopher, economist, jurist and royal advisor. he is traditionally identified as \\\kauṭilya\\\ or \\\vishnugupta\\\, who authored the ancient indian political treatise, the \\arthashastra\\, a text dated to roughly between the 4th century bce and the 3rd century ce. as such, he is considered the pioneer of the field of political science and economics in india, and his work is thought of as an important precursor to classical economics. his works were lost near the end of the gupta empire in the 6th century ce and not rediscovered until the early 20th century.",ancient indian teacher philosopher economist jurist royal advisor traditionally identified kauṭilya vishnugupta authored ancient indian political treatise arthashastra text dated roughly 4th century bce 3rd century ce considered pioneer field political science economics india work thought important precursor classical economics work lost near end gupta empire 6th century ce rediscovered early 20th century,"['work', 'political', 'science', 'century', 'considered', 'early', 'important', 'thought', 'ancient', 'field', '20th', 'jurist', 'text', 'indian', 'classical']"
254,Chang_Hsueh-ch'eng.txt,[],,,[]
255,Chang_Tsai.txt,"[('Zhang Zai', "" ({{zh|t=張載|s=张载|p=Zhāng Zài| w=Chang Tsai}}) (1020–1077) was a Chinese philosopher and politician. He is most known for laying out four ontological goals for intellectuals: to build up the manifestations of Heaven and Earth's spirit, to build up good life for the populace, to develop past sages' endangered scholarship, and to open up eternal peace."")]","  was a chinese philosopher and politician. he is most known for laying out four ontological goals for intellectuals: to build up the manifestations of heaven and earths spirit, to build up good life for the populace, to develop past sages endangered scholarship, and to open up eternal peace.""",chinese philosopher politician known laying ontological goal intellectual build manifestation heaven earth spirit build good life populace develop past sage endangered scholarship open eternal peace,"['known', 'life', 'chinese']"
256,Charles_Babbage.txt,"[('Charles Babbage', ' {{post-nominals|country=GBR|KH|FRS}} ({{IPAc-en|ˈ|b|æ|b|ɪ|dʒ}}; 26 December 1791&nbsp;– 18 October 1871) was an English [[polymath]].<ref name=""Whalen1999"">{{cite book|author=Terence Whalen|title=Edgar Allan Poe and the masses: the political economy of literature in antebellum America|url=https://archive.org/details/edgarallanpoemas0000whal|url-access=registration|access-date=18 April 2013|year=1999|publisher=Princeton University Press|isbn=978-0-691-00199-9|page=[https://archive.org/details/edgarallanpoemas0000whal/page/254 254]}}</ref> A mathematician, philosopher, inventor and mechanical engineer, Babbage originated the concept of a digital programmable computer.<ref name=""babb"">{{Cite encyclopedia|chapter-url=https://plato.stanford.edu/entries/computing-history/|title=The Modern History of Computing (Stanford Encyclopedia of Philosophy)| last=Copeland | first=B. Jack | authorlink=Jack Copeland | date=18 December 2000 | encyclopedia=[[Stanford Encyclopedia of Philosophy]]|access-date=1 March 2017|chapter=The Modern History of Computing|publisher=Metaphysics Research Lab, Stanford University}}</ref>'), ('2', ' (90) :  663–664.'), ('2', ' (93) :  707–708.')]"," was an english polymath. a mathematician, philosopher, inventor and mechanical engineer, babbage originated the concept of a digital programmable computer.",english polymath mathematician philosopher inventor mechanical engineer babbage originated concept digital programmable computer,"['english', 'concept']"
257,Charles_Batteux.txt,"[('Charles Batteux', ' (6 May 1713{{snd}}14 July 1780) was a [[France|French]] [[philosopher]] and writer on [[aesthetics]].')]", was a french philosopher and writer on aesthetics.,french philosopher writer aesthetic,"['french', 'writer']"
258,Charles_Bernard_Renouvier.txt,"[('Charles Bernard Renouvier', ' ({{IPA-fr|ʁənuvje|lang}}; January 1, 1815 – September 1, 1903) was a  [[French people|French]] [[philosopher]]. He considered himself a ""[[Emanuel Swedenborg|Swedenborg]] of history"" who sought to update the philosophy of [[Kantian]] [[liberalism]] and [[individualism]] for the [[socio-economic]] realities of the late nineteenth century, and influenced the [[sociology|sociological]] method of [[Émile Durkheim]].<ref>{{cite book |last1=Geenens |first1=Raf |last2=Rosenblatt |first2=Helena |title=French Liberalism from Montesquieu to the Present Day |date=2012 |publisher=Cambridge University Press |page=239}}</ref><ref>{{cite book |last1=Ferguson |first1=Niall |title=Virtual History: Alternatives And Counterfactuals |date=2008 |publisher=Basic Books |page=9}}</ref><ref>{{cite book |last1=Jones |first1=Robert Alun |title=The Secret of the Totem: Religion and Society from McLennan to Freud |date=2005 |publisher=Columbia University Press}}</ref>')]"," was a  french philosopher. he considered himself a ""swedenborg of history"" who sought to update the philosophy of kantian liberalism and individualism for the socio-economic realities of the late nineteenth century, and influenced the sociological method of émile durkheim.",french philosopher considered swedenborg history sought update philosophy kantian liberalism individualism socioeconomic reality late nineteenth century influenced sociological method émile durkheim,"['french', 'considered', 'influenced', 'late']"
259,Charles_Blount_(deist).txt,"[('Charles Blount', ' (27 April 1654 – August 1693) was an [[England|English]] [[deism|deist]] and [[philosopher]] who published several anonymous essays critical of the existing English order.')]", was an english deist and philosopher who published several anonymous essays critical of the existing english order.,english deist philosopher published anonymous essay critical existing english order,"['english', 'published', 'critical']"
260,Charles_Bonnet.txt,"[('Charles Bonnet', ' ({{IPA-fr|bɔnɛ|lang}}; 13 March 1720 – 20 May 1793) was a [[Republic and Canton of Geneva#History|Genevan]]<ref>Bonnet is sometimes held to be Swiss (see e.g. his entry in the \'\'[[Encyclopædia Britannica]]\'\'), but the independent [[Republic of Geneva]], of which he was a citizen, only joined the [[Restored Swiss Confederacy|Swiss Confederacy]] on 19 May 1815. In this respect, his citizenship status is the same as that of his close contemporary [[Jean-Jacques Rousseau]].</ref> [[natural history|naturalist]] and philosophical writer. He is responsible for coining the term \'\'[[phyllotaxis]]\'\' to describe the arrangement of leaves on a plant.<ref name=""livio"">{{cite book|url=https://books.google.com/books?id=bUARfgWRH14C|title=The Golden Ratio: The Story of Phi, the World\'s Most Astonishing Number|last=Livio|first=Mario|publisher=[[Random House|Broadway Books]]|year=2003|isbn=0-7679-0816-3|edition=First trade paperback|location=New York City|page=109|author-link=Mario Livio|orig-year=2002}}</ref> He was among the first to notice parthenogenetic reproduction in [[Aphid|aphids]] and established that insects respired through their spiracles. He was among the first to use the term ""evolution"" in a biological context. Deaf from an early age, he also suffered from failing eyesight and had to make use of assistants in later life to help in his research. ')]"," was a genevan naturalist and philosophical writer. he is responsible for coining the term \\phyllotaxis\\ to describe the arrangement of leaves on a plant. he was among the first to notice parthenogenetic reproduction in aphids and established that insects respired through their spiracles. he was among the first to use the term ""evolution"" in a biological context. deaf from an early age, he also suffered from failing eyesight and had to make use of assistants in later life to help in his research. ",genevan naturalist philosophical writer responsible coining term phyllotaxis arrangement leaf plant notice parthenogenetic reproduction aphid established insect respired spiracle use term evolution biological context deaf early age suffered failing eyesight make use assistant later life help research,"['philosophical', 'early', 'life', 'later', 'term']"
261,Charles_Darwin.txt,"[('Tertiary education:', ''), ('Professional institution:', ''), ('Charles Robert Darwin', ' {{post-nominals|country=GBR|FRS|FRGS|FLS|FZS}}<ref name=frs /> ({{IPAc-en|ˈ|d|ɑr|w|ɪ|n}};<ref>[http://www.collinsdictionary.com/dictionary/english/darwin ""Darwin""] {{webarchive|url=https://web.archive.org/web/20140718234042/http://www.collinsdictionary.com/dictionary/english/darwin |date=18 July 2014 }} entry in \'\'[[Collins English Dictionary]]\'\'.</ref> 12 February 1809&nbsp;– 19 April 1882) was an English [[natural history#Before 1900|naturalist]], [[geologist]] and [[biologist]],<ref>{{harvnb|Desmond|Moore|Browne|2004}}</ref> best known for his contributions to the science of [[evolution]].{{Ref label|A|I|none}} His proposition that all species of life have descended from [[common ancestors]] is now widely accepted and considered a fundamental concept in science.<ref>{{cite book|author=Coyne, Jerry A.|title=Why Evolution is True|publisher=Viking|year=2009|pages=[https://archive.org/details/whyevolutionistr00coyn/page/8 8–11]|isbn=978-0-670-02053-9|url=https://archive.org/details/whyevolutionistr00coyn/page/8}}</ref> In a joint publication with [[Alfred Russel Wallace]], he introduced his scientific theory that this [[Phylogenetics|branching pattern]] of [[evolution]] resulted from a process that he called [[natural selection]], in which the [[struggle for existence]] has a similar effect to the artificial selection involved in [[selective breeding]].<ref name=""Larson79-111"">{{Harvnb|Larson|2004| pp=79–111}}</ref> Darwin has been described as one of the most influential figures in [[human history]],<ref>{{cite news|url=https://www.newscientist.com/special/darwin-200|title=Special feature: Darwin 200|access-date=2 April 2011|work=New Scientist|url-status=live|archive-url=https://web.archive.org/web/20110211051412/http://www.newscientist.com/special/darwin-200|archive-date=11 February 2011}}</ref> and he was honoured by [[Burials and memorials in Westminster Abbey|burial in Westminster Abbey]].<ref name=""Westminster Abbey CD"" />'), ('{{small|I}}.', "" {{Note label|A|I|none}} Darwin was eminent as a [[naturalist]], geologist, [[biologist]], and author. After a summer as a [[physician]]'s assistant (helping his father) and two years as a [[medical student]], he went to Cambridge for the ordinary degree to qualify as a clergyman; he was also trained in [[taxidermy]].<ref name=ODNB>{{Harvnb|Desmond|Moore|Browne|2004}}</ref>""), ('{{small|II}}.', "" {{Note label|B|II|none}} [[Robert FitzRoy]] was to become known after the voyage for [[biblical literalism]], but at this time he had considerable interest in Lyell's ideas, and they met before the voyage when Lyell asked for observations to be made in South America. FitzRoy's diary during the ascent of the River Santa Cruz in [[Patagonia]] recorded his opinion that the plains were [[raised beach]]es, but on return, newly married to a very religious lady, he recanted these ideas.{{Harv|Browne|1995|pp=186, 414}}""), ('{{small|III}}.', ' {{Note label|C|III|none}} In the section [[Morphology (biology)|""Morphology""]] of Chapter XIII of \'\'On the Origin of Species\'\', Darwin commented on [[Homology (biology)|homologous]] bone patterns between humans and other mammals, writing: ""What can be more curious than that the hand of a man, formed for grasping, that of a mole for digging, the leg of the horse, the paddle of the porpoise, and the wing of the bat, should all be constructed on the same pattern, and should include the same bones, in the same relative positions?""<ref>{{harvnb|Darwin|1859|p=[http://darwin-online.org.uk/content/frameset?pageseq=452&itemID=F373&viewtype=text 434]}}</ref> and in the concluding chapter: ""The framework of bones being the same in the hand of a man, wing of a bat, fin of the porpoise, and leg of the horse … at once explain themselves on the theory of descent with slow and slight successive modifications.""<ref>{{harvnb|Darwin|1859|p=[http://darwin-online.org.uk/content/frameset?pageseq=497&itemID=F373&viewtype=text 479]}}</ref>'), ('{{small|IV}}.', ' {{Note label|D|IV|1}}{{Note label|D|IV|2}}{{Note label|D|IV|3}}'), ('{{small|V}}.', ' {{Note label|E|V|none}} See, for example, WILLA volume 4, \'\'[http://scholar.lib.vt.edu/ejournals/old-WILLA/fall95/DeSimone.html Charlotte Perkins Gilman and the Feminization of Education]\'\' by Deborah M. De Simone: ""Gilman shared many basic educational ideas with the generation of thinkers who matured during the period of ""intellectual chaos"" caused by Darwin\'s Origin of the Species. Marked by the belief that individuals can direct human and social evolution, many progressives came to view education as the panacea for advancing social progress and for solving such problems as urbanisation, poverty, or immigration.""'), ('{{small|VI}}.', ' {{Note label|F|VI|none}} See, for example, the song ""A lady fair of lineage high"" from [[Gilbert and Sullivan]]\'s \'\'[[Princess Ida]]\'\', which describes the descent of man (but not woman!) from apes.'), ('{{small|VII}}.', ' {{Note label|G|VII|none}} Darwin\'s belief that black people had the same essential humanity as Europeans, and had many mental similarities, was reinforced by the lessons he had from [[John Edmonstone]] in 1826.<ref name=eddy /> Early in the \'\'Beagle\'\' voyage, Darwin nearly lost his position on the ship when he criticised FitzRoy\'s defence and praise of slavery. {{Harv|Darwin|1958|p=[http://darwin-online.org.uk/content/frameset?viewtype=text&itemID=F1497&pageseq=76 74]}} He wrote home about ""how steadily the general feeling, as shown at elections, has been rising against Slavery. What a proud thing for England if she is the first European nation which utterly abolishes it! I was told before leaving England that after living in slave countries all my opinions would be altered; the only alteration I am aware of is forming a much higher estimate of the negro character."" {{harv|Darwin|1887|p=[http://darwin-online.org.uk/content/frameset?viewtype=text&itemID=F1452.1&pageseq=264 246]}} Regarding [[Fuegians]], he ""could not have believed how wide was the difference between savage and civilized man: it is greater than between a wild and domesticated animal, inasmuch as in man there is a greater power of improvement"", but he knew and liked civilised Fuegians like [[Jemmy Button]]: ""It seems yet wonderful to me, when I think over all his many good qualities, that he should have been of the same race, and doubtless partaken of the same character, with the miserable, degraded savages whom we first met here.""{{Harv|Darwin|1845|pp=[http://darwin-online.org.uk/content/frameset?itemID=F14&viewtype=text&pageseq=218 205, 207–208]}}'), ('{{small|VIII}}.', ' {{Note label|H|VIII|1}}{{Note label|H|VIII|2}} [[Genetics|Geneticists]] studied human heredity as [[Mendelian inheritance]], while [[eugenics]] movements sought to manage society, with a focus on social class in the United Kingdom, and on disability and ethnicity in the United States, leading to geneticists seeing this as impractical [[pseudoscience]]. A shift from voluntary arrangements to ""negative"" eugenics included [[compulsory sterilisation]] laws in the United States, copied by [[Nazi Germany]] as the basis for [[Nazi eugenics]] based on virulent racism and ""[[racial hygiene]]"".<br />({{Cite news | url =http://www.stanford.edu/group/SHR/5-supp/text/thurtle.html| title =the creation of genetic identity| last = Thurtle| first =Phillip| date =17 December 1996| issue =Supplement: Cultural and Technological Incubations of Fascism| volume = 5|periodical =SEHR| access-date =11 November 2008}} {{Cite news| url =http://www.genetics.org/cgi/content/full/154/4/1419#The_Eclipse_of_Darwinism| title =The Genetical Theory of Natural Selection'), ('{{small|IX}}.', ' {{Note label|I|IX|none}} [[David Quammen]] writes of his ""theory that [Darwin] turned to these arcane botanical studies – producing more than one book that was solidly empirical, discreetly evolutionary, yet a \'horrid bore\' – at least partly so that the clamorous controversialists, fighting about apes and angels and souls, would leave him... alone"". [[David Quammen]], ""The Brilliant Plodder"" (review of Ken Thompson, \'\'Darwin\'s Most Wonderful Plants: A Tour of His Botanical Legacy\'\', [[University of Chicago Press]], 255 pp.; Elizabeth Hennessy, \'\'On the Backs of Tortoises: Darwin, the Galápagos, and the Fate of an Evolutionary Eden\'\', [[Yale University Press]], 310 pp.; Bill Jenkins, \'\'Evolution Before Darwin: Theories of the Transmutation of Species in Edinburgh, 1804–1834\'\', [[Edinburgh University Press]], 222 pp.), \'\'[[The New York Review of Books]]\'\', vol. LXVII, no. 7 (23 April 2020), pp.&nbsp;22–24. Quammen, quoted from p.&nbsp;24 of his review.')]",,,[]
262,Charles_Fourier.txt,"[('François Marie Charles Fourier', "" ({{IPAc-en|ˈ|f|ʊr|i|eɪ|,_|-|i|ər}};<ref>{{Dictionary.com|Fourier}}</ref>{{IPA-fr|ʃaʁl fuʁje|lang}}; 7 April 1772 – 10 October 1837) was a French [[philosopher]], an influential early [[socialism|socialist]] thinker and one of the founders of [[utopian socialism]]. Some of Fourier's social and moral views, held to be radical in his lifetime, have become mainstream thinking in modern society. For instance, Fourier is credited with having originated the word ''[[feminism]]'' in 1837.<ref>[[#Reference-idGoldstein1982|Goldstein 1982]], p. 92.</ref>"")]"," was a french philosopher, an influential early socialist thinker and one of the founders of utopian socialism. some of fouriers social and moral views, held to be radical in his lifetime, have become mainstream thinking in modern society. for instance, fourier is credited with having originated the word feminism in 1837.""",french philosopher influential early socialist thinker founder utopian socialism fourier social moral view held radical lifetime mainstream thinking modern society instance fourier credited having originated word feminism 1837,"['french', 'influential', 'social', 'early', 'modern', 'thinker', 'moral', 'socialist', 'held']"
263,Charles_Hartshorne.txt,"[('Charles Hartshorne', "" ({{IPAc-en|ˈ|h|ɑr|t|s|ˌ|h|ɔr|n}}; June 5, 1897&nbsp;– October 9, 2000) was an [[American philosopher]] who concentrated primarily on the [[philosophy of religion]] and [[metaphysics]], but also contributed to ornithology. He developed the neoclassical idea of [[God]] and produced a [[Modal logic|modal]] [[Arguments for the existence of God|proof of the existence of God]] that was a development of [[Anselm of Canterbury]]'s [[ontological argument]]. Hartshorne is also noted for developing [[Alfred North Whitehead]]'s [[process philosophy]] into [[process theology]]."")]"," was an american philosopher who concentrated primarily on the philosophy of religion and metaphysics, but also contributed to ornithology. he developed the neoclassical idea of god and produced a modal proof of the existence of god that was a development of anselm of canterburys ontological argument. hartshorne is also noted for developing alfred north whiteheads process philosophy into process theology.""",american philosopher concentrated primarily philosophy religion metaphysics contributed ornithology developed neoclassical idea god produced modal proof existence god development anselm canterbury ontological argument hartshorne noted developing alfred north whitehead process philosophy process theology,"['american', 'religion', 'idea', 'development', 'developed', 'noted', 'god']"
264,Charles_Leslie_Stevenson.txt,"[('Charles Leslie Stevenson', ' (June 27, 1908 – March 14, 1979) was an American [[analytic philosopher]] best known for his work in [[ethics]]<ref>{{citation |last=Soames |first=Scott |contribution=Analytic Philosophy in America |contribution-url=http://www-rcf.usc.edu/~soames/forthcoming_papers/Analytic_Philosophy_in_America.pdf |editor-last=Misak |editor-first=Cheryl |editor-link=Cheryl Misak|title=The Oxford Handbook of American Philosophy |year=2006 |publication-date=2007 |publisher=Oxford University Press |access-date=2007-04-22 }}. ""For many years, one of America\'s most well-known')]"," was an american analytic philosopher best known for his work in ethics{{citation |last=soames |first=scott |contribution=analytic philosophy in america |contribution-url=http://www-rcf.usc.edu/~soames/forthcoming_papers/analytic_philosophy_in_america.pdf |editor-last=misak |editor-first=cheryl |editor-link=cheryl misak|title=the oxford handbook of american philosophy |year=2006 |publication-date=2007 |publisher=oxford university press |access-date=2007-04-22 }}. ""for many years, one of america\s most well-known",american analytic philosopher best known work ethicscitation lastsoames firstscott contributionanalytic philosophy america contributionurlhttpwwwrcfuscedusoamesforthcomingpapersanalyticphilosophyinamericapdf editorlastmisak editorfirstcheryl editorlinkcheryl misaktitlethe oxford handbook american philosophy year2006 publicationdate2007 publisheroxford university press accessdate20070422 year america wellknown,"['known', 'work', 'university', 'american', 'best', 'oxford', 'analytic']"
265,Charles_Sanders_Peirce.txt,"[('Charles Sanders Peirce', ' ({{IPAc-en|p|ɜr|s}}<ref>""Peirce"", in the case of C. S. Peirce, always rhymes with the English-language word ""terse"" and so, in most dialects, is pronounced exactly like the English-language word ""{{audio|en-us-purse.ogg|purse}}"".</ref><ref>{{cite news |url=http://www.iupui.edu/~peirce/news/1_3/13_4x.htm |title=Note on the Pronunciation of \'Peirce\' |website=Peirce Project Newsletter |volume=1 |issue=3–4 |date=December 1994}}</ref> {{respell|PURSS}}; September 10, 1839 – April 19, 1914) was an American philosopher, [[logic]]ian, mathematician and scientist who is sometimes known as ""the father of [[pragmatism]]"".<ref>{{cite encyclopedia|year=1934|title=Dictionary of American Biography|publisher=Arisbe|url=http://www.cspeirce.com/menu/library/aboutcsp/weissbio.htm|last=Weiss|first=Paul|author-link=Paul Weiss (philosopher)|article=Peirce, Charles Sanders}}</ref><ref>{{cite dictionary|year=1960|title=Webster\'s Biographical Dictionary|dictionary=Merriam-Webster|place=Springfield, Massachusetts|orig-year=1943|article=Peirce, Benjamin: Charles Sanders}}</ref> He was known as a somewhat unusual character.<ref>{{Cite web|last=Biographies. MacTutor|title=Charles Sanders Peirce|url=http://mathshistory.st-andrews.ac.uk/Biographies/Peirce_Charles.html}}</ref>'), ('nor', ' ..."", also called the \'\'Quine dagger\'\'</div></div>')]"," was an american philosopher, logician, mathematician and scientist who is sometimes known as ""the father of pragmatism"". he was known as a somewhat unusual character.",american philosopher logician mathematician scientist known father pragmatism known somewhat unusual character,"['known', 'american', 'mathematician', 'father', 'scientist']"
266,Charles_Secrétan.txt,"[('Charles Secretan', ' (1815&ndash;1895) was a [[Switzerland|Swiss]] philosopher. He was born on 19 January 1815 in [[Lausanne]], Switzerland, where he also died on 21 January 1895.')]"," was a swiss philosopher. he was born on 19 january 1815 in lausanne, switzerland, where he also died on 21 january 1895.",swiss philosopher born 19 january 1815 lausanne switzerland died 21 january 1895,['born']
267,Charles_Taylor_(philosopher).txt,"[('Charles Margrave Taylor', ' {{post-nominals|country=CAN|CC|GOQ|FRSC|FBA}} (born November 5, 1931) is a [[Canadian philosopher]] from [[Montreal]], [[Quebec]], and [[professor emeritus]] at [[McGill University]] best known for his contributions to [[political philosophy]], the [[philosophy of social science]], the [[history of philosophy]], and [[intellectual history]]. His work has earned him the [[Kyoto Prize]], the [[Templeton Prize]], the [[Berggruen Prize|Berggruen Prize for Philosophy]], and the [[Kluge Prize|John W. Kluge Prize]].')]"," is a canadian philosopher from montreal, quebec, and professor emeritus at mcgill university best known for his contributions to political philosophy, the philosophy of social science, the history of philosophy, and intellectual history. his work has earned him the kyoto prize, the templeton prize, the berggruen prize for philosophy, and the john w. kluge prize.",canadian philosopher montreal quebec professor emeritus mcgill university best known contribution political philosophy philosophy social science history philosophy intellectual history work earned kyoto prize templeton prize berggruen prize philosophy john w kluge prize,"['known', 'work', 'university', 'political', 'professor', 'best', 'history', 'social', 'intellectual', 'john', 'prize', 'emeritus']"
268,"Charles_de_Secondat,_Baron_de_Montesquieu.txt","[('Charles-Louis de Secondat, Baron de [[La Brède]] et de [[Montesquieu, Lot-et-Garonne|Montesquieu]]', ' ({{IPAc-en|ˈ|m|ɒ|n|t|ə|s|k|j|uː}};<ref>[http://dictionary.reference.com/browse/montesquieu ""Montesquieu""]. \'\'[[Random House Webster\'s Unabridged Dictionary]]\'\'.</ref> {{IPA-fr|mɔ̃tɛskjø|lang}}; 18 January 1689{{snd}}10 February 1755), generally referred to as simply \'\'\'Montesquieu\'\'\', was a French [[judge]], [[intellectual|man of letters]], [[historian]], and [[political philosophy|political philosopher]].'), ('Articles and chapters', ''), ('Books', '')]",", generally referred to as simply \\\montesquieu\\\, was a french judge, man of letters, historian, and political philosopher.",generally referred simply montesquieu french judge man letter historian political philosopher,"['french', 'political', 'referred']"
269,Chauncey_Wright.txt,"[('Chauncey Wright', ' (September 10, 1830 – September 12, 1875) was an [[United States|American]] [[philosopher]] and [[mathematician]], who was an influential early defender of [[Darwinism]] and an important influence on American [[pragmatists]] such as [[Charles Sanders Peirce]] and [[William James]].'), ('Attribution', '')]"," was an american philosopher and mathematician, who was an influential early defender of darwinism and an important influence on american pragmatists such as charles sanders peirce and william james.",american philosopher mathematician influential early defender darwinism important influence american pragmatist charles sander peirce william james,"['american', 'influential', 'early', 'important', 'influence']"
270,Cheng_Hao.txt,"[('Chéng Hào', ' ({{zh|t=程顥}}, 1032&ndash;1085), [[Courtesy name]] \'\'\'Bóchún\'\'\' ({{zh|c=伯淳}}), was a Chinese philosopher and politician from [[Luoyang]], [[China]]. In his youth, he and his younger brother [[Cheng Yi (philosopher)|Cheng Yi]] were students of [[Zhou Dunyi]], one of the architects of [[Neo-Confucian]] [[cosmology]]. His [[philosophy]] was [[Dualistic cosmology|dualistic]] (between [[Qi#Philosophical roots|all that is tangible]] and [[Li (Neo-Confucianism)|all that is intangible]]) and [[Pantheism|pantheistic]] (believing that all that is intangible is the same thing, such as [[Tian|god]], the [[Nature (philosophy)#Eastern civilisation and the philosophical question of nature|human nature]], [[Qing (concept)|feelings]], [[Yinyang|actions]] (we see things acting, but not the action itself), movement (likewise), [[Tao#Confucian interpretations|social roles and relations]] (likewise), chance, etc., and that such a unified, universal principle is \'\'\'\'\'in\'\'\'\'\' everything that is sensible [rather than in [[Analogy of the divided line|an external reality]] as in [[Platonism]]]); among his [[quotation|quotes]] are ""outside \'\'[[Li (Neo-Confucianism)|dao]]\'\' there are no [[Qi#Philosophical roots|things]] and outside things there is no \'\'dao\'\'"", ""we call it god to emphasize the wonderful mystery of principle in ten thousand things, just as we call it lord (\'\'di\'\') to characterize its being the ruler of events"" and ""in terms of the reality, it is change; in terms of principle, it is \'\'dao\'\'; in terms of its function, it is god; in terms of its destiny in a human being, it is human nature"".<ref>""[http://www.iep.utm.edu/chenghao/ Cheng Hao]"" at the [[Internet Encyclopedia of Philosophy]]</ref>')]",", courtesy name \\\bóchún\\\ , was a chinese philosopher and politician from luoyang, china. in his youth, he and his younger brother cheng yi were students of zhou dunyi, one of the architects of neo-confucian cosmology. his philosophy was dualistic |all that is intangible and pantheistic #eastern civilisation and the philosophical question of nature|human nature, feelings, actions , movement , social roles and relations , chance, etc., and that such a unified, universal principle is \\\\\in\\\\\ everything that is sensible rather than in an external reality as in platonism; among his quotes are ""outside \\dao\\ there are no things and outside things there is no \\dao\\"", ""we call it god to emphasize the wonderful mystery of principle in ten thousand things, just as we call it lord  to characterize its being the ruler of events"" and ""in terms of the reality, it is change; in terms of principle, it is \\dao\\; in terms of its function, it is god; in terms of its destiny in a human being, it is human nature"".",courtesy bóchún chinese philosopher politician luoyang china youth younger brother cheng yi student zhou dunyi architect neoconfucian cosmology philosophy dualistic intangible pantheistic eastern civilisation philosophical question naturehuman nature feeling action movement social role relation chance unified universal principle sensible external reality platonism quote outside dao thing outside thing dao god emphasize wonderful mystery principle thousand thing just lord characterize ruler event term reality change term principle dao term function god term destiny human human nature,"['philosophical', 'social', 'chinese', 'movement', 'human', 'politician', 'god']"
